gold_id,span,type,our_status,our_uri,our_label,our_score,job_id,company,title,city,langs,context,judgment,gold_uri,gold_notes
47,小语种资格证书,L,no_match,custom:language/28743c838b97,[CUSTOM] 小语种资格证书 (self-defined),0.4089,1173,万得信息技术股份有限公司,金融数据分析员（DB0001）,扬州,通用小语种,"岗位职责：
1. 从事全球金融、经济相关数据的深度@@采集##[S]和@@挖掘##[S]工作，对数据进行@@采集##[S]、@@清洗##[S]和@@录入##[S]，为国内外客户提供***的金融数据； 
2. @@整合多种来源和不同格式的数据##[S]，@@甄别数据的真伪和质量##[S]，@@分析数据间的联系##[S]，@@挖掘数据背后潜在的价值##[S]； 
3. 参与@@设计数据加工工艺和流程改",,,
48,英语水平考试（如CET-4/6）,L,no_match,custom:language/0e4162fce409,[CUSTOM] 英语水平考试（如CET-4/6） (self-defined),0.4483,626,深圳市新嘉拓自动化技术有限公司,外贸翻译,肇庆,通用小语种,"工作内容：
负责公司涉外项目的@@翻译工作##[S]，包括@@口译##[S]，@@撰写##[S]、@@审核##[S]、@@翻译##[S]、@@校对##[S]等工作。
主要职责：
- 负责公司涉外项目的@@翻译工作##[S]，确保项目的顺利进行；
- @@撰写项目相关的翻译文件##[S]，包括合同、产品描述、广告等；
- @@审核翻译文件##[S]，确保翻译质量符合要求；
- 完成项目相关的@@翻译",,,
49,CISP,L,no_match,custom:language/cf19a4f4c727,[CUSTOM] CISP (self-defined),0.2223,2283,长安福特汽车有限公司,高级合规专员,重庆,通用小语种,"【职位职责描述】
负责对接企业@@数据安全与合规##[K]相关工作，确保企业生产研发、企业运营管理、用户服务等业务活动符合国内以及出口国家关于@@数据安全相关技术要求##[K]、@@法律和监管要求##[K]。
【主要工作内容】
1.充分理解车企业务和相关服务，以及各类@@数据安全技术##[K]在车企的应用场景；
2.全面参与@@数据合规##[K]相关工作，确保各项业务活动的@@数据控制##[S]、",,,
50,泰语较强,L,no_match,custom:language/1212733dc741,[CUSTOM] 泰语较强 (self-defined),0.0,278,浙江比依电器股份有限公司,泰国公司HR专业,宁波,泰语,"工作内容：
公司位于泰国，是一家跨国公司，主要业务为软件开发和网络技术服务。现因业务拓展需要，特招聘人力资源专业人员，期望能够胜任公司人力资源管理的各项工作，包括但不限于@@招聘##[S]、@@员工培训##[S]、@@绩效评估##[S]、@@薪酬福利##[S]等方面的工作。
主要职责：
- 根据公司战略规划，@@制定人力资源策略##[S]，确保公司人力资源的有效支持；
- 负责公司@@招聘工作##",,,
51,ISO9001质量体系内审员资格,K,matched,http://data.europa.eu/esco/skill/8d4271ca-c9fd-40b3-875f-15f78332a49e,quality standards,0.631,732,广东明阳新能源材料科技有限公司,供应商质量工程师（SQE）,中山,通用小语种,"职责描述： 
1、负责叶片原材料供应商质量方面的管理；制定与叶片原材料相关的质量标准和质量记录；培训各叶片生产基地关于供应商和原材料管理方面的要求和知识。 
2、主导和汇总供应商月度、季度、年度的质量考核工作，编制年审计划和完成相关报告。 
3、参与采购部、技术室对新供应商和老供应商的现场评审验厂（含年度评审验厂）工作，并完成相关报告。 
4、负责制定和更新新老原材料的《检验标准》《进厂检验记录卡",,,
52,加工工艺和装配工艺,K,matched,http://data.europa.eu/esco/skill/6078e099-7696-44a5-b3c1-452b9abe886a,production engineering,0.7714,2889,苏州赛腾精密电子股份有限公司,机械工程师,苏州,日语,"1、负责PCB曝光机或者半导体行业的自动化设备的@@研发和设计##[S]相关工作，包括@@方案设计##[S]、@@细化结构设计##[S]、@@标准件选型##[S]，@@BOM图纸##[S]、@@气动原理图##[S]等相关工作；
2、负责@@编制装配作业指导书##[S]，@@处理生产过程中的问题##[S]跟进处理工作；
3、@@识别设计项目中的技术难点和风险点##[S]并展开@@技术专项研究##[S",,,
53,项目问题和风险,K,matched,http://data.europa.eu/esco/skill/6eff134b-e34f-4d6e-a6e8-5e47cf2228d0,risk management,0.621,1432,华翔金属科技股份有限公司,项目经理,长春,日语,"建立@@项目团队##[S]，根据项目需求组织开展相关工作；
制定@@项目进度计划##[S]和@@项目预算##[S]；
确保项目开发进度、产品质量、财务目标的完成；
确保项目各阶段任务的执行及目标的实现；
负责客户技术、质量等要求的@@沟通##[T]及收集，正确传递项目小组成员，监督执行情况；
识别@@项目问题和风险##[K]，制定@@行动计划##[S]并监督完成情况；
建立良好的@@客户关系##[",,,
54,语音识别,K,matched,http://data.europa.eu/esco/skill/2af29864-c941-40a5-ae7b-2b6c4b92c0d7,speech recognition,0.675,24,深圳和而泰智能控制股份有限公司,嵌入式算法总监,深圳,通用小语种,"职位：嵌入式AI研究所所长（70%专业+30%管理）-研究院，深圳光明
汇报对象：技术研究院 院长
下属团队：30人左右

职位描述: 我们正在寻找一位经验丰富且充满激情的嵌入式AI研究所所长，专注于@@人机交互（HMI）##[K]以及冰箱、空调、洗衣机等家电相关的@@AI技术##[K]。该职位将负责@@团队建设##[T]、@@技术研发##[S]、@@项目管理##[S]以及@@新业务创新##[S]",,,
55,操作标准,K,matched,http://data.europa.eu/esco/skill/8d4271ca-c9fd-40b3-875f-15f78332a49e,quality standards,0.69,2319,深圳市星源材质科技股份有限公司,工艺技术员,佛山,通用小语种,"岗位职责：
1.相应区域@@技术点检##[S]、@@工艺和产品质量监督##[S]，及时发现现场问题；
2.相应区域@@质量标准##[K]、@@工艺标准##[K]、@@操作标准##[K]的@@制定##[S]、@@修改##[S]及@@监督执行##[S]；
3.相应区域@@设备有效利用率##[K]、@@收得率##[K]、@@合格率##[K]及影响因素等@@工艺技术分析##[S]；
4.对相应区域的@@设",,,
56,模具开发过程管理,K,matched,http://data.europa.eu/esco/skill/72a74f69-5cf1-43c5-99b9-62a444578919,engineering processes,0.7453,2005,宁波均源塑胶科技有限公司,模具项目工程师（汽车内饰）,宁波,通用小语种,"1. Education教育背景：具有本科以上学历，机械设计、模具设计与制造或模具制造及相关专业；
Work experience工作经验：模具行业5年以上开发经验，模具设计3年以上经验或模具项目管理3年以上经验，汽车零部件模具开发跟踪工作经验3年以上经验；
Professional knowledge and skills专业知识与技能：熟悉@@塑料模具设计原理##[K]及@@模具加工制造工艺#",,,
57,制程能力,K,matched,http://data.europa.eu/esco/skill/69f0167e-75d9-46cf-847f-72a592880ebb,STAF,0.7013,4204,陕西生益科技有限公司,工艺工程师,咸阳,日语,"一、岗位主要职责：
◆ 负责@@建立并完善制程工艺技术参数标准##[S]。
◆ 负责对@@工艺质量问题##[K]的@@分析和处理##[S]工作
◆ 负责@@实施产品的生产化工作##[S]。
◆ 承担总厂关键核心基础@@制造工艺技术和方法##[K]的@@研究开发应用##[S]或@@工艺结构性问题的分析改善##[S]项目。
◆ 负责对@@制程能力##[K]进行@@分析与改进##[S]。
◆ @@组织实",,,
58,翻译,K,matched,http://data.europa.eu/esco/skill/933efc5f-a797-4581-8a8b-c08956ff7d58,Grovo,0.8058,499,肇庆铭利达科技有限公司,匈牙利语翻译,肇庆,"匈牙利语, 通用小语种","岗位职责：
1.@@口译服务##[S]：提供高质量的@@口译服务##[S]，包括在重要的外交会议、活动和商务谈判中实时@@翻译##[S]中文和@@匈牙利语##[L]。
2.@@文件翻译##[S]：@@翻译##[S]各种文件，包括官方通信、报告和法律文本等，确保信息的准确性和保密性。
3.@@会议准备##[S]：协助外交官和使馆工作人员准备会议，提前@@翻译##[S]文件、演讲稿和其他材料。
4.@",,,
59,APQP和 PPAP和质量准则,K,matched,http://data.europa.eu/esco/skill/8d4271ca-c9fd-40b3-875f-15f78332a49e,quality standards,0.56,211,深圳佛吉亚汽车部件有限公司,SQE供应商质量工程师,汕尾,通用小语种,"主要职责Essential responsibilities and duties: 
?	供应商质量工程师负责发展供应商QCD绩效，并协助量产采购员组织和跟踪关键供应商的质量体系和绩效。The Supplier Quality Development Engineer is in charge of developing supplier QCD performance for a define",,,
60,算法基础,K,matched,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,algorithms,0.7676,1793,北京鸿盈信息技术有限公司,安全大模型架构师-L5812X,北京,通用小语种,"职位详情： 
1、﻿﻿负责安全行业大模型应用工程技术落地，包括 @@Al Agent##[S]、@@Prompt 工程##[S]、@@RLHF研究##[S]和实现等； 
2、负责@@制定相应的技术方案##[S]和规划，负责相关产品的@@服务设计##[S]/@@实现##[S]/@@运维##[S]，包括@@私有化##[S]和@@SaaS化实施部署##[S]； 
3、负责核心技术问题的@@攻关##[S]",,,
61,项目管理的运用技巧,K,matched,http://data.europa.eu/esco/skill/94dd823c-148e-4614-a6e8-99249b16357d,ICT project management,0.7458,254,深圳前海科珀实业有限公司,高级投资经理（选矿）,北京,西班牙语,"岗位职责：

1、对拟并购项目进行@@初步技术考察##[S]，明确分析@@选矿技术风险##[S]，提出建议，@@撰写初步评价报告##[S]； 
2、开展@@选矿尽职调查##[S]工作（包含案头尽职调查和现场尽职调查）。@@审阅相关选矿专业资料##[S]，@@评价选冶生产工艺##[S]，@@对比分析历史数据##[S]，@@分析设备情况##[S]、成本等为估值提供参数； 
3、在已引入技术中介的项目中",,,
62,学习了解产品知识,K,matched,http://data.europa.eu/esco/skill/d6d3fee7-47e2-47f4-a0ec-6c75f28c6abd,product comprehension,0.7,5052,中山市木林森照明有限公司,海外销售经理,中山,"俄语, 德语, 西班牙语, 通用小语种, 阿拉伯语","岗位职责：
1、开展@@外贸业务##[S]，拓展@@海外市场##[S]，@@开发国外客户资源##[S]；
2、@@学习了解产品知识##[K]，并@@了解客户需求##[S]，主动联系客户及时有效的与客户@@沟通##[T]并达成@@订单##[S]，@@跟踪订单进度##[S]，@@处理订单过程中的异常问题##[S]，
3、及时@@了解市场情况##[S]，@@制定销售方案##[S]； 
4、定期与客户进行",,,
63,项目品质管理,K,matched,http://data.europa.eu/esco/skill/94dd823c-148e-4614-a6e8-99249b16357d,ICT project management,0.7139,561,歌尔股份有限公司,项目品质管理岗（英语/日语）,潍坊,日语,"岗位职责：
1、@@制定产品质量目标##[S]，组织质量各领域@@制定项目质量策划##[S]，指导和监督团队正确执行，保障@@质量绩效##[K]的达成；
2、@@建立并维护产品及项目质量管理##[S]；履历，负责@@产品质量问题改善验证##[S]和@@经验总结##[S]，推动@@质量改进活动##[S]的开展，改进@@产品质量##[K]
3、@@识别项目管理过程中的质量风险##[S]，追踪@@风险预",,,
64,谷歌广告投放,K,matched,http://data.europa.eu/esco/skill/750f86d2-18be-4015-84b1-d4a26d9b2d88,online ads campaign techniques,0.525,1753,上海英同电气有限公司,外贸运营,上海,通用小语种,"1. 以谷歌独立站为主，负责公司线上外贸渠道的基本运营，包括但不仅限于：@@内容上下架维护##[S]、@@询盘讯息管理##[S]、@@搜索引擎优化##[S]、@@广告投放策略##[S]等；
2. 参与制定公司外贸业务流的成型优化，对结果负责，从流量到询盘、最终到成交，不断在各个环节提升漏斗转化率，提高外贸业务的投入产出比；
3. 负责公司外贸业务代理商的管理，参与商务沟通过程，执行外贸代理合同的@",,,
65,半导体封装的质量标准和规范,K,matched,http://data.europa.eu/esco/skill/8d4271ca-c9fd-40b3-875f-15f78332a49e,quality standards,0.56,1755,苏州旭创科技有限公司,DA&WB 岗位Leader,苏州,泰语,"1、半导体、微电子、电子工程或相关领域的本科及以上学历。
2、具有Die bonding&Wire bonding工艺的实际操作经验，熟悉半导体封装领域的其他工艺，能够熟练操作Datacon/ASM photopn pro/Amicra或ASM AREO等设备，两年以上工艺工作经验，光通信行业优先。
3、具备@@英语##[L]沟通或@@泰语##[L]沟通能力优先考虑。
4、熟悉@@半导体封装的质量",,,
66,品质管控工具,K,matched,http://data.europa.eu/esco/skill/8d4271ca-c9fd-40b3-875f-15f78332a49e,quality standards,0.722,2304,深圳市银宝山新科技股份有限公司,品质部长,东莞,日语,"岗位职责：
1、根据公司质量方针和质量目标，@@建立健全质量管理体系##[S]，并@@主导品质团队的建设##[S]；
2、负责NPI流程中@@品质标准的导入##[S]、@@产品CTQ识别##[S]、@@控制计划的制订实施##[S]，产品以及内外部制程的@@认可##[S]；
3、负责@@体系及作业文件的梳理##[S]、@@完善与执行监督##[S]；
4、负责@@产品质量异常的原因分析##[S]、@@",,,
67,法律基础知识,K,matched,http://data.europa.eu/esco/skill/06f46a6e-62d3-4ca0-bedb-cb4c021c14ee,legal studies,0.7431,1563,常州市建筑科学研究院集团股份有限公司,投资并购经理,常州,通用小语种,"岗位信息：此岗位属于集团战略投资部招聘所用；

岗位职责：
1、市场与行业研究：@@深入分析检测认证行业的市场动态、竞争格局及潜在并购机会##[S]，@@制定并购策略##[S]和@@目标公司筛选标准##[S]。
2、目标公司筛选与评估：@@识别并筛选符合公司战略发展需求的潜在并购目标##[S]，进行@@初步评估分析##[S]。
3、尽职调查：@@组织并领导专业团队对目标公司进行全面深入的尽职调查#",,,
68,热水类,K,matched,http://data.europa.eu/esco/skill/debd4fe7-58c9-499e-8a7e-b42984afe728,distribution of heating cooling and hot water,0.557,3599,广东万和电气有限公司,海外营销区域经理 (MJ001048),佛山,通用小语种,"岗位职责：
1.@@制定并执行海外市场品牌策略##[S]，@@建立品牌形象##[S]、@@维护品牌形象##[S]，进行@@品牌推广##[S]；
2.@@制定营销策略##[S]，@@协助商务谈判##[S]，@@调研市场##[S]，@@分析竞争对手##[S]和@@目标市场##[S]，@@管理海外市场的渠道布局##[S]和@@营销##[S]。
3.@@收集市场营销资料##[S]，支持公司决策，@@定期汇",,,
69,物流政策,K,matched,http://data.europa.eu/esco/skill/e843973c-23dd-416a-8a9c-9e89512542fb,logistics,0.7529,2228,侨益物流股份有限公司,综合物流经理,广州,通用小语种,"岗位要求：
1、针对大宗商品供应链业务需求，@@搭建海外物流服务##[S](@@运输##[S]、@@仓储##[S]、@@清关##[S]等)； 2、深入海外一线@@开发物流资源##[S]，充分了解当地@@物流市场##[K]、@@物流路径##[K]、@@物流政策##[K]，负责所在区域@@物流渠道开发##[S]和@@物流服务##[S]等组织工作，；
3、@@设计有竞争力的物流方案##[S]，将其产品化",,,
70,康复行业相关经验,K,matched,http://data.europa.eu/esco/skill/87669743-a291-4ea0-9a50-cac60d45649c,rehabilitation,0.643,1947,江苏力合智能制造产业园发展有限公司,网络运营（康宝医疗）,镇江,"德语, 法语","岗位职责：
1、负责公司网站、电商平台的@@日常运营##[S]，@@优化店铺布局##[S]和@@商品展示##[S]，@@提升用户体验##[S]；
2、@@策划和执行线上促销活动##[S]，@@提升品牌知名度##[S]和@@销售转化率##[S]；
3、负责@@平台销售数据分析##[S]与@@监控##[S]，根据市场反馈及时@@调整运营策略##[S]；
4、@@运营网络广告投放##[S]，尤其针对欧洲",,,
71,国际贸易基本情况和法律法规,K,matched,http://data.europa.eu/esco/skill/9db1c890-581b-4ca0-bce4-7f3f7540ea99,trading law,0.646,1003,晶科能源股份有限公司,采购高级专员,太原,阿拉伯语,"工作内容：
- 熟悉@@基础采购知识##[K]，了解@@采购流程##[K]，以及@@国际贸易基本情况和法律法规##[K]；
- 熟练使用@@Office办公软件##[S]；
- 负责沙特阿拉伯进行@@采购工作##[S]，需要流利使用@@阿拉伯语##[L]及@@英语##[L]进行@@沟通##[S]；
- @@调研市场供应商##[S]，进行@@采购谈判##[S]，@@制定采购合同##[S]，处理退款/",,,
72,项目管理工具,K,matched,http://data.europa.eu/esco/skill/94dd823c-148e-4614-a6e8-99249b16357d,ICT project management,0.804,1992,广东格林精密部件股份有限公司,项目经理,惠州,越南语,"任职资格：
学历/专业：
本科以上学历（优秀者可放宽为大专以上学历）/机械类（包含机电、机制、模具等）、管理类
工作年限：
5年以上。
工作技能：
1、熟悉@@项目管理工具##[K]；
2、熟悉@@生产工艺及流程##[K]；
3、熟悉@@PRO-E##[S]或@@UG##[S]、@@AotoCAD##[S]、@@Office##[S]等软件的操作；
4、@@组织和协调能力##[T]强，具有良好的@",,,
73,数据分析,K,matched,http://data.europa.eu/esco/skill/fecf8a0d-62c4-4e71-9b03-0f4fc2ad7bf5,data models,0.7897,2522,深圳大然新能源技术有限公司,亚马逊运营日本站,深圳,日语,"工作内容：
负责亚马逊日本站的运营工作，包括@@商品上架##[S]、@@店铺推广##[S]、@@物流配送##[S]、@@售后服务##[S]等，以提高销售额和客户满意度。
主要职责：
- 负责亚马逊日本站的日常运营，包括@@商品上架##[S]、@@编辑##[S]、@@删除##[S]和 是解决一切问题的关键商品；
- @@制定有效的店铺推广策略##[S]，包括但不仅限于：@@自然搜索##[S]、@@广",,,
74,金属学,K,matched,http://data.europa.eu/esco/skill/5b0a8b4d-7c71-43b1-8e52-4c0cfacd7bbd,metallurgy,0.561,3011,广汽零部件有限公司,机械工程师,广州,日语,"工作内容：
我们正在寻找一位机械工程师，负责开发和设计各类机械设备，确保设备的正常运行和可靠性。职位的主要职责包括：
- @@设计和评估机械设备##[S]，以确保它们符合我们的业务需求和标准。
- @@选择并使用合适的材料和工艺##[S]，满足设备的要求。
- 进行机械设备的@@组装##[S]、@@测试##[S]和@@调试##[S]工作。
- 主要进行@@3D设计##[S]和@@2D图纸拆解##[",,,
75,数据加工规则,K,matched,http://data.europa.eu/esco/skill/48db96bf-3314-45c6-bad8-fdb6e20e5639,data engineering,0.7169,2869,万得信息技术股份有限公司,金融数据助理分析员（DB0001 ）,南京,通用小语种,"工作职责：
1、负责全球金融、经济相关的@@数据采集##[S]、@@清洗##[S]、@@审核##[S]、@@质检##[S]等数据相关工作；
2、负责@@数据加工规则##[K]、@@流程##[K]和@@加工生产系统的改进##[S]，持续提升数据生产的质量和效率；
3、负责纵向深度@@挖掘公司既有数据的潜在价值##[S]，@@分析不同数据之间的内在联系##[S]，@@跨领域整合数据##[S]从而获得新",,,
76,市场敏感度,K,no_match,custom:knowledge/859cc331b3e4,[CUSTOM] 市场敏感度 (self-defined),0.0,3631,广东东方精工科技股份有限公司,海外销售经理（周末双休）,佛山,"俄语, 西班牙语, 通用小语种","工作内容：
1、负责区域内潜在客户的@@开拓##[S]、@@拜访##[S]、@@业务谈判##[S]、@@合同签订##[S]，保证@@销售任务##[S]的达成；
2、负责合同签订后@@货款的跟进##[S]以及@@应收货款回收##[S]，保证达成@@应收款收款目标##[S]；
3、负责每季度收集一次该区域内@@竞争对手信息##[K]、@@情报收集##[S]；
4、根据客户来访信息，@@策划并安排来访#",,,
77,施工特点,K,no_match,custom:knowledge/135cb3cdba25,[CUSTOM] 施工特点 (self-defined),0.0,4017,无锡先导智能装备股份有限公司,海外规划,无锡,通用小语种,"工作职责：
1、积极主动和客户交流，根据客户需求，规划初版方案并不断优化，直至布局冻结；
2、积极和客户进行品牌、配置、技术风险等偏离与澄清说明，并形成会议纪要；
3、内部方案评审阶段，完整、准确向各负责业务模块（机械、电气、软件、项目、工程）阐述方案、技术难点以及风险点，形成最终解决方案；
4、积极了解竞争对手方案，进行方案对比，结合自身实际技术情况，形成有竞争优势的投标方案；
5、根据投标方案",,,
78,操作惯例,K,no_match,custom:knowledge/e76d4fdf26da,[CUSTOM] 操作惯例 (self-defined),0.0,1959,广东光华科技股份有限公司,海外销售经理,广州,"日语, 韩语","1、根据公司发展战略，参与@@制定海外销售市场销售策略##[S]，并对@@海外市场拓展##[S]进行策划和实施。
2、根据公司海外销售市场销售策略，@@开拓海外市场##[S]，扩大产品海外市场的占有率。
3、组织建立与维护客户关系，保持与客户的@@有效沟通##[T]及联系，促进@@客户业务谈判##[S]及成交。
4、整合国内外资源，@@分析进出口数据##[S]，深入@@海外市场分析##[S]和@@",,,
79,IPD项目管理流程,K,no_match,custom:knowledge/53fc22023231,[CUSTOM] IPD项目管理流程 (self-defined),0.0,2712,广东通宇通讯股份有限公司,项目经理,中山,韩语,"1.良好的@@英文##[L]听说读写能力，会@@韩文##[L]优先
2.有工科尤其天线背景的@@项目管理能力##[S]；
3.熟悉@@IPD项目管理流程##[K]，有@@海外大客户项目管理经验##[S]；
4.有@@主动承担##[T]，@@自驱力##[T]强，@@统筹##[T]和@@推动解决问题的能力##[T]；@@推动项目组的项目顺利开发##[S]与@@结果达成##[S]；
5.各种@@技术报告",,,
80,容器化技术,K,no_match,custom:knowledge/d105523b0415,[CUSTOM] 容器化技术 (self-defined),0.0,2202,三诺生物传感股份有限公司,资深软件java开发工程师,长沙,通用小语种,"岗位职责:
1、系统设计与开发：
（1）@@设计和开发##[S]高效、高质、可扩展的@@后端系统##[S]，支持国际化的业务需求； 
（2）与产品团队和前端开发人员紧密合作，确保系统功能符合业务需求；
（3）参与@@系统需求分析##[S]、@@架构设计##[S]及@@详细设计文档编写##[S]。
2、性能优化：
（1）对现有系统进行@@性能分析##[S]和@@优化##[S]，确保系统的高可用性和低",,,
81,法语国家,K,no_match,custom:knowledge/6ed8f77b1398,[CUSTOM] 法语国家 (self-defined),0.4152,636,浙江杭可科技股份有限公司,留学生招聘（电气/机械方向）,杭州,"法语, 通用小语种, 韩语","任职要求：
1、语言要求：熟悉@@外语##[L]（@@英语##[L]/@@法语##[L]/@@韩语##[L]其中一种）且@@口语流利##[L]；
2、专业要求：@@电子电气##[K]、@@自动化##[K]、@@机械结构##[K]等工科专业，有@@英美澳等英语国家##[K]、@@法语国家##[K]、@@韩国##[K]等留学经历；
3、具备较强@@学习能力##[T]，@@抗压能力强##[T]，有@@责",,,
82,汽车架构,K,no_match,custom:knowledge/c8e06837e8af,[CUSTOM] 汽车架构 (self-defined),0.0,804,武汉光庭信息技术股份有限公司,嵌入式开发工程师/leader,武汉,日语,"一、嵌入式开发工程师（HMI）
1.熟悉@@C\C++等程序设计语言##[S]、@@数据结构##[K]和@@算法##[K]
2.熟练掌握@@MicrosoftVisualStudio等集成开发工具##[S]，或熟练掌握一种@@嵌入式开发的在线调试、仿真开发工具##[S]
3.较高的@@专业素质##[T]、较强的@@逻辑思维能力##[T]
4.有@@团队管理经验##[T]任职资格：
1、3年以上@@",,,
83,生产效率知识,K,no_match,custom:knowledge/8a406e5a9201,[CUSTOM] 生产效率知识 (self-defined),0.0,1033,深圳佛吉亚汽车部件有限公司,项目投产主管,汕尾,通用小语种,"主要职责: 
o	全面负责项目活动中所有的工业发展的活动
主要任务:
o	负责工厂发展计划包括@@工业选址##[S],@@工厂设备选型##[S](新购/重新使用/共享),@@工厂布局##[S],MIFD/MIFA,@@工业试验##[S]…
o	从定义到执行,负责@@产品投产的计划和预算##[S].
o	参与@@采购或购买策略##[S].
o	从第3阶段开始,负责工厂@@HSE和人机工程的衔接##[",,,
84,六西格玛绿带,K,no_match,custom:knowledge/ac9f2ec421c7,[CUSTOM] 六西格玛绿带 (self-defined),0.0,561,歌尔股份有限公司,项目品质管理岗（英语/日语）,潍坊,日语,"岗位职责：
1、@@制定产品质量目标##[S]，组织质量各领域@@制定项目质量策划##[S]，指导和监督团队正确执行，保障@@质量绩效##[K]的达成；
2、@@建立并维护产品及项目质量管理##[S]；履历，负责@@产品质量问题改善验证##[S]和@@经验总结##[S]，推动@@质量改进活动##[S]的开展，改进@@产品质量##[K]
3、@@识别项目管理过程中的质量风险##[S]，追踪@@风险预",,,
85,技术工作经验,K,no_match,custom:knowledge/6db8c6bbf141,[CUSTOM] 技术工作经验 (self-defined),0.0,4461,宁波三星电气股份有限公司,外销国家经理/区域经理,宁波,西班牙语,"岗位职责：
1、市场开拓：负责@@目标市场调研##[S]，@@跟进行业动态##[S]，@@获取线索和商机##[S]；
2、客户管理：负责@@开发客户资源##[S]，@@拓展客户关系##[S]，@@维护新老客户##[S]；
3、项目推进：负责@@确定项目节奏##[S]，@@制定项目策略##[S]，按计划@@监控和推进##[S]；
4、投标运作：负责@@制定投标策略##[S]，协助@@准备投标资料##",,,
86,用电运行数据库,K,no_match,custom:knowledge/ea8034add111,[CUSTOM] 用电运行数据库 (self-defined),0.0,2441,宁德时代新能源科技股份有限公司,高级电气工程师-厂房设备 (MJ021808),宁德,通用小语种,"岗位职责：
1、负责新建工业园区的@@电气配置需求分析##[S]、推进@@用电计量标准##[K]，建立@@用电运行数据库##[K]及@@数字化维护##[S]；
2、负责推进厂务及工艺生产设备用电需求改善、包括单机、多机用电系数优化并建标建模、推进创新措施导入降本降耗；
3、推进各项目用户需求评审对标工作与冻结签批；
4、电气专业覆盖范围：110KV高压变电、10KV低压配电、母线槽、UPS、厂房设",,,
87,半导体行业市场发展现状,K,no_match,custom:knowledge/7c2b907153d9,[CUSTOM] 半导体行业市场发展现状 (self-defined),0.0,1177,无锡市人才集团有限公司,半导体销售工程师,无锡,韩语,"岗位职责：
1.根据销售计划，@@开拓新客户##[S]，并对项目和关键客户进行跟进；
2.@@目标市场和客户需求挖掘##[S]和分析，@@建立和维护客户关系##[S]。
3.@@项目跟踪##[S]，对@@设备销售##[S]和@@售后服务工作##[S]进行协调，保证客户满意，项目顺利；
4. 协助项目按时回款。
任职要求：
1.市场营销或其他相关专业，大学本科及以上学历；
2.具有5年以上半导体行业",,,
88,供配电力网络,K,no_match,custom:knowledge/850f7d4f86bf,[CUSTOM] 供配电力网络 (self-defined),0.0,285,中曼石油天然气集团股份有限公司,电气师(J10321),上海,"俄语, 通用小语种","工作职责:
1遵守和执行本岗位的@@HSE 规定##[K]以及公司的各种规章制度。
2执行工作安排，确保CPF所有的电器设备完好，
3负责油田区域的设备现场的@@安装##[S]、@@调试##[S]
4负责@@管理##[S]、@@维护##[S]和@@维修##[S]所有电器设备,确保设备正常运转
5每日检查@@设备操作规程##[K]、@@保养制度##[K]的执行情况，@@指定保养计划##[S]。
6负",,,
89,新能源汽车BMS售后诊断技术,K,no_match,custom:knowledge/16f6ff38e797,[CUSTOM] 新能源汽车BMS售后诊断技术 (self-defined),0.4362,1150,欣旺达动力科技股份有限公司,售后资深工程师（BMS方向）,深圳,"德语, 法语, 西班牙语, 通用小语种","职责描述：
1、负责公司产品在海外市场的装车及运行提供服务保障，处理售后客诉问题并提供解决方案；
2、受理客户报修、技术咨询、备件订购等需求，统筹服务商资源及联合跨部门为客户提供服务解决方案； 
3、负责售后服务工程资料开发，课件制作，为客户及第三方服务商提供技术和服务类培训；
4、负责区域内客户满意度提升和售后质量问题改善，定期归纳汇总售后异常问题联动质量等部门预防改善。
任职要求：
1、本科以",,,
90,结构件,K,no_match,custom:knowledge/88316ae3b123,[CUSTOM] 结构件 (self-defined),0.0,92,赛卓电子科技（上海）股份有限公司,CP/测试经理,嘉兴,通用小语种,"工作职责
1.设备的@@验收##[S]
2.制程Cost down @@评估##[S]及@@制程改善##[S]；
3. 产线@@异常分析##[S]、@@追踪##[S]、@@处理##[S]；
4. 新产品试产schedule @@掌控##[S]；
5. 设备利用率的提升；
6. 生产作业指导，@@工艺制订##[S]；
7. 供应商的联系与@@沟通##[T]；
8. 设备@@维修保养建立##[S]；
",,,
91,DTS,K,no_match,custom:knowledge/81da228ebb5e,[CUSTOM] DTS (self-defined),0.0,993,格拉默车辆座椅（宁波）有限公司,产品工程师,宁波,德语,"岗位职责
1. 负责产品@@技术定义##[S]和@@工艺可行性##[S]，确保符合客户规格，方案计划，质量和成本目标；
2. 确保@@技术衔接计划##[S]符合产品质量和成本目标；
3. 确保项目进展符合技术里程碑。
4. 管理@@BOP定义##[S]并确保供应商的@@技术集成##[S]
5. 负责产品@@应用支持##[S]，包括@@技术支持##[S]、@@产品推广##[S]、@@技术培训##[S",,,
92,社会保险政策,K,no_match,custom:knowledge/cf37e31ec955,[CUSTOM] 社会保险政策 (self-defined),0.0,1785,上海外服（集团）有限公司,人事专员/助理 双休/五险一金,上海,通用小语种,"岗位要求：
1. 学历背景：本科及以上学历，人力资源、行政管理或相关专业优先。
2. 工作经验：1-3年人事管理相关工作经验。
3. 语言能力：@@英语四级##[L]或同等水平，能够熟练进行日常的@@英文##[L]书面和口头@@沟通##[T]。
4. 专业知识：熟悉@@劳动法规##[K]、@@社会保险政策##[K]及相关@@人事管理知识##[K]。
5. 技能要求：具备良好的@@沟通能力##[T]",,,
